# Language file for DOL
# Language used : ITALIAN
#
# #-Beginning and Empty lines are ignored
# TABS are ignored at the left of ':' too.
# {0} etc. are for args, don't remove them !
#
# Please try to keep ID's alphabetical order

# LANGUAGEMGR
System.LanguagesName.English:				Inglese
GamePlayer.UseSlot.CantSummonRvR:			Non puoi richiamare questa cavalcatura nelle zone RvR.
GamePlayer.UseSlot.Can'tUseFromBackpack:	Non puoi usare questo oggetto direttamente dal tuo zaino. Devi prima indossarlo!
GamePlayer.UseSlot.CantUseInCombat:			Non puoi usare questo oggetto in combattimento!
GamePlayer.UseSlot.IllegalSourceObject:		Oggetto non valido. Preparato {0}.
GamePlayer.UseSlot.MustDismountBefore:		Devi prima smontare dalla cavalcatura.
GamePlayer.UseSlot.NoAutoReleaseShotReload:	Non rilasci piu' automaticamente il colpo o ricarichi.
GamePlayer.UseSlot.NotEnouthPower:			Non sei abbastanza potente da poter utilizzare l'incantesimo di questo oggetto.
GamePlayer.UseSlot.StopCallingMount:		Smetti di richiamare la tua cavalcatura.
GamePlayer.UseSlot.WhistleMount:			Fischi per richiamare la tua cavalcatura.
GamePlayer.Whisper.SelectTarget:			Seleziona il bersaglio a cui sussurrare!
					
# HOUSING
HouseEnterLeave.TooFarAway:					Sei troppo lontano per poter entrare nella casa {0}.
HouseEnterLeave.CantEnter:					Non puoi entrare nella casa {0}.
HousingDecorationRotate.Rotated:			La decorazione interna e' stata ruotata da {0} a {1} gradi.
HousingPickupItemHandler.GardenRemoved:		Oggetto giardino rimosso.
HousingPickupItemHandler.PickUp:			Prendi {0} e lo metti nello zaino.
HousingPlaceItemHandler.30objects:			Hai gia' posizionato 30 oggetti. Non puoi metterne altri.
HousingPlaceItemHandler.40objects:			Hai gia' posizionato 40 oggetti. Non puoi metterne altri.
HousingPlaceItemHandler.CantFloor:			Questo oggetto non puo' essere messo sul pavimento !
HousingPlaceItemHandler.CantWall:			Questo oggetto non puo' essere messo su un muro !
HousingPlaceItemHandler.DropOnFloor:		Lasci cadere {0} sul pavimento della tua casa !
HousingPlaceItemHandler.DropOnGarden:		Lasci cadere {0} sul tuo giardino !
HousingPlaceItemHandler.DropOnWall:			Appendi {0} sul muro della tua casa !
HousingPlaceItemHandler.GardenObjectPlaced:	Oggetto giardino posizionato. {0} slot rimanenti.
HousingPlaceItemHandler.HasPorch:			Questa casa ha gia' un balcone !
HousingPlaceItemHandler.HasNoPorch:			Questa casa non ha balcone !
HousingPlaceItemHandler.IndoorObjectPlaced:	Oggetto interno posizionato. {0} slot rimanenti.
HousingPlaceItemHandler.NoHookpoint:		Ora non ci sono hookpoints !
HousingPlaceItemHandler.PutMoney:			Depositi il denaro nella tua casa.

# Styles
# /StyleProcessor
StyleProcessor.ExecuteStyle.BackStrike:			Infliggi un colpo critico alle spalle del tuo bersaglio
StyleProcessor.ExecuteStyle.ExecuteFail:		Non sei riuscito ad eseguire {0} perfettamente!
StyleProcessor.ExecuteStyle.PerformPerfectly:		Esegui {0} perfettamente! {1}
StyleProcessor.ExecuteStyle.PerformsPerfectly:		Il tuo {0} esegue {1} perfettamente! {2}
StyleProcessor.ExecuteStyle.StyleNameBackstab:		Backstab
StyleProcessor.ExecuteStyle.StyleNameBackstabII:	BackstabII
StyleProcessor.ExecuteStyle.StyleNamePerforateArtery:	Perforate Artery
StyleProcessor.ExecuteStyle.ThroatStrike:		Infliggi un colpo critico nella gola del tuo bersaglio 
StyleProcessor.TryToUseStyle.AlreadyPreparing:		Ti stai gia' preparando ad usare questo stile! Digita /cancelstyle per abilitare l'annullamento dello stile.
StyleProcessor.TryToUseStyle.AlreadySelectedStyles:	Hai gia' scelto lo stile per questo turno!
StyleProcessor.TryToUseStyle.BackupStyle:		Ti prepari ad eseguire lo stile {0} come riserva per {1}!
StyleProcessor.TryToUseStyle.CantCombatMode:		Non puoi entrare in combattimento mentre sei a terra!
StyleProcessor.TryToUseStyle.CantMeleeCombat:		Non puoi entrare in combattimento con un'arma sguainata!
StyleProcessor.TryToUseStyle.DualWielding:		Devi utilizzare due armi per utilizzare questo stile!
StyleProcessor.TryToUseStyle.Fatigued:			Sei troppo affaticato per usare questo stile!
StyleProcessor.TryToUseStyle.MustHaveTarget:		Devi selezionare un bersaglio per il tuo prossimo stile di attacco!
StyleProcessor.TryToUseStyle.NoLongerPreparing:		Non ti stai piu' preparando ad usare lo stile {0}!
StyleProcessor.TryToUseStyle.PerformStyleBefore:	Devi eseguire lo stile {0} prima di questo!
StyleProcessor.TryToUseStyle.PreparePerform:		Ti prepari ad eseguire {0}!
StyleProcessor.TryToUseStyle.StyleRequires:		Questo stile richiede un'arma {0}!

# TRAINER
# /GameTrainer
GameTrainer.AddGift.NotEnoughSpace:			Non hai spazio nell'inventario per ricevere il tuo dono. Per favore recupera lo spazio.
GameTrainer.GetExamineMessages.RightClick:		[Clicca col pulsante destro per visualizzare la finestra di allenamento]
GameTrainer.GetExamineMessages.YouExamine:		Esamini {0}. {1} e' {2} ed allena i membri della classe {3}.
GameTrainer.GetExamineMessages.YouTarget:		Selezioni [{0}].
GameTrainer.PromotePlayer.Accepted:			Sei stato accettato da {0}!
GameTrainer.PromotePlayer.Says:				{0} dice: "{1}"
GameTrainer.PromotePlayer.Upgraded:			Sei stato promosso alla classe {0}!
GameTrainer.ReceiveItem.RespecFull:			Un simpatico {0}! Ti ho aggiunto un full respec da usare con /respec all.
GameTrainer.ReceiveItem.RespecRealm:			Grazie, ti ho aggiunto un realm respec da usare con /respec realm.
GameTrainer.ReceiveItem.RespecSingle:			Grazie, ti ho aggiunto un single spec respec da usare con /respec <linename>

# /PlayerPositionUpdateHandler
PlayerPositionUpdateHandler.Endurance:			Perdi endurance!
PlayerPositionUpdateHandler.Entered:			Sei entrato in {0}.
PlayerPositionUpdateHandler.FallingDamage:		Ricevi danni per la caduta!
PlayerPositionUpdateHandler.FallPercent:		Perdi il {0}% dei tuoi punti ferita massimi per il danno.
PlayerPositionUpdateHandler.SafeFall:			Il danno e' stato diminuito dalla tua abilita' Safe Fall!
PlayerPositionUpdateHandler.UnknownZone:		Zona sconosciuta, stai per essere trasportato al tuo punto di rinascita.

# /gameobjects/CustomNPC
# /GameStableMaster
GameStableMaster.HorseName:				cavallo
GameStableMaster.UnknownWay:				Il mio cavallo non conosce ancora la strada per {0}.

# /packets/Client/168
# /DoorRequestHandler.cs
DoorRequestHandler.OnTick.TooFarAway:                   La {0} e' troppo lontana!

# /PlayerInitRequestHandler
PlayerInitRequestHandler.AllianceMessage:		Messaggio di Alleanza: {0}
PlayerInitRequestHandler.FreeLevel:				Sei idoneo per un livello gratuito! Clicca sul tuo allenatore per riceverlo (oppure digita /freelevel decline per rifiutarlo).
PlayerInitRequestHandler.GuildMessage:			Messaggio di Gilda: 
PlayerInitRequestHandler.LevelCap:				Hai superato il limite massimo del livello di questo battleground!
PlayerInitRequestHandler.OfficerMessage:		Messaggio degli Ufficiali: {0}
PlayerInitRequestHandler.SaferLocation:			Quest'area non e' attualmente sicura e stai per essere trasportato in un luogo piu' sicuro.

# /PlayerMoveItemRequestHandler
PlayerMoveItemRequestHandler.TooFarAway:		Sei troppo lontano per dare qualcosa a {0}.

# GameServer\world
# AbstractArea
AbstractArea.Entered:						(Regione) Sei entrato in {0}!
AbstractArea.Left:							(Regione) Hai lasciato {0}!

# SCRIPTS
# CustomNPC
# /Blacksmith
Scripts.Blacksmith.AbortRepair:				Rifiuti di riparare il {0}.
Scripts.Blacksmith.CantRepairThat:			Non posso ripararlo.
Scripts.Blacksmith.GiveObject:				[Dai un oggetto a {0} per ripararlo]
Scripts.Blacksmith.InvalidItem:				Oggetto non valido.
Scripts.Blacksmith.ItsDone:				Fatto. Il tuo {0} e' pronto per la battaglia!
Scripts.Blacksmith.NoNeedRepair:			Questo oggetto non ha bisogno di essere riparato.
Scripts.Blacksmith.NotEnoughMoney:			Non hai abbastanza denaro.
Scripts.Blacksmith.ObjectCantRepaired:			Questo oggetto non puo' essere riparato.
Scripts.Blacksmith.ObjectRatherOld:			Uhh, questo {0} e' gia' troppo usurato, non saro' piu' in grado di ripararlo ancora, quindi stai attento!
Scripts.Blacksmith.RepairCostAccept:			Costa {0} riparare il {1}. Accetti?
Scripts.Blacksmith.Say:							Posso riparare le tue armi e armature, basta passarmi l'oggetto che vuoi riparare e vedro' cosa posso fare, per un piccolo compenso ovviamente.
Scripts.Blacksmith.StackedObjets:			{0} non puo' riparare oggetti impilati.
Scripts.Blacksmith.YouExamine:					Esamini {0}. {1} e' {2} ed e' un fabbro.
Scripts.Blacksmith.YouPay:				Paghi {0} {1}.
Scripts.Blacksmith.YouTarget:				Selezioni [{0}].

# GameEvents
# /Playerenterexit
Scripts.Events.PlayerEnterExit.Entered:			{0} e' appena entrato in gioco!
Scripts.Events.PlayerEnterExit.Left:			{0} e' appena uscito dal gioco!
Scripts.Events.PlayerEnterExit.Staff:			[Staff Member] {0}

# GMCommands
# /Ban
Scripts.GM.Ban.AAlreadyBanned:				Questo account e' gia' stato bannato.
Scripts.GM.Ban.ABanned:					L'account {0} e' stato bannato.
Scripts.GM.Ban.BAlreadyBanned:				Questi account e IP sono stati bannati.
Scripts.GM.Ban.BBanned:					L'account {0} e l'IP {1} sono stati bannati.
Scripts.GM.Ban.IAlreadyBanned:				Questo IP e' gia' stato bannato.
Scripts.GM.Ban.IBanned:					L'IP {0} e' stato bannato.
Scripts.GM.Ban.MustTarget:				Devi selezionare un bersaglio!

# PlayerCommands
# /Advice
Scripts.Players.Advice.Advice:				[ADVICE{0}] {1}: "{2}"
Scripts.Players.Advice.AdvicersOn:			Ci sono {0} advisors online!

# /Advisor
Scripts.Players.Advisor.Off:				Non riceverai piu' messaggi dal canale advice.
Scripts.Players.Advisor.On:				Da ora riceverai i messaggi dal canale advice.

# /Afk
Scripts.Players.Afk.Off:						Non sei piu' segnalato come AFK.
Scripts.Players.Afk.On:							Ora sei segnalato come AFK.

# /Anonymous
Scripts.Players.Anonymous.Error:				La modalita' Anonimo e' disabilitata.
Scripts.Players.Anonymous.Off:					Non sei piu' segnalato come Anonimo.
Scripts.Players.Anonymous.On:					Ora sei segnalato come Anonimo.

# /Assist
Scripts.Players.Assist.CantAssistYourself:		Non puoi assistere te stesso.
Scripts.Players.Assist.DoesntHaveTarget:		non ha attualmente un bersaglio.
Scripts.Players.Assist.DontSee:					Non vedi {0} qui intorno!
Scripts.Players.Assist.NoTarget:				Non hai un bersaglio.
Scripts.Players.Assist.NotValid:				Il bersaglio non e' valido.
Scripts.Players.Assist.YouAssist:				Assisti {0}.

# /Autoloot
Scripts.Players.Autoloot.Off:					Il tuo autoloot e' disattivato. Non tenterai piu' di raccogliere automaticamente qualsiasi oggetto lasciato cadere nell'area.
Scripts.Players.Autoloot.On:					Your autoloot is on. Ora tenterai di raccogliere automaticamente qualsiasi oggetto lasciato cadere nell'area.

# /Autosplit
Scripts.Players.Autosplit.Coins:				Il leader ha cambiato 
Scripts.Players.Autosplit.InGroup:				Devi essere in un gruppo per usare questo comando.
Scripts.Players.Autosplit.Leader:				Devi essere il leader del gruppo per usare questo comando.
Scripts.Players.Autosplit.Loot:					Il leader ha cambiato 
Scripts.Players.Autosplit.Off:					Il leader ha disattivato l'autosplit.
Scripts.Players.Autosplit.On:					Il leader ha attivato l'autosplit.
Scripts.Players.Autosplit.Self:					{0} cambiato 

# /Boot
Scripts.Players.Boot.InHouseError:				Devi essere nella tua casa per usare questo comando!
Scripts.Players.Boot.NoHouseError:				Non possiedi una casa!
Scripts.Players.Boot.NoOneOnline:				Nessuno con quel nome e' online per essere espulso!
Scripts.Players.Boot.YouRemoved:				Sei stato espulso dalla casa da {0}!

# /Bountyrent
Scripts.Players.Bountyrent.InHouseError:		Devi essere nella tua casa per usare questo comando!
Scripts.Players.Bountyrent.NoHouseError:		Non possiedi una casa!

# /Broadcast
Scripts.Players.Broadcast.Message:				[Broadcast] {0} : {1}
Scripts.Players.Broadcast.NoHere:				Non puoi inviare messaggi broadcast qui.
Scripts.Players.Broadcast.NoText:				Devi scrivere il testo da inviare in broadcast...

# /Cancelstyle
Scripts.Players.Cancelstyle.Set:				Annulla Stile e' ora impostato su {0}.

# /Chatgroup
Scripts.Players.Chatgroup.Help.Help:			/cg help - Mostra tutti i comandi del chat group
Scripts.Players.Chatgroup.Help.Invite:			/cg invite [playername] - Invita il giocatore specificato al chat group
Scripts.Players.Chatgroup.Help.JoinPrivate:		/cg join [moderator name] [password] - Partecipa ad un chat group privato che ha una password impostata
Scripts.Players.Chatgroup.Help.JoinPublic:		/cg join [moderator name] - Partecipa ad un chat group pubblico dal nome del moderatore
Scripts.Players.Chatgroup.Help.Leader:			/cg leader <name> - Dichiara un altro membro del chat group come leader; Questo giocatore puo' invitare altri giocatori nel chat group e parlare quando il chat group e' impostata in modalita' ascolto.
Scripts.Players.Chatgroup.Help.Leave:			/cg leave - Abbandona il chat group
Scripts.Players.Chatgroup.Help.Listen:			/cg listen - Imposta il chat group in modalita' ascolto; solamente only il moderatore e i leader possono parlare
Scripts.Players.Chatgroup.Help.PasswordClear:	/cg password clear - Rimuove la password corrente (solamente il moderator)
Scripts.Players.Chatgroup.Help.PasswordDisplay:	/cg password - Visualizza la password corrente per partecipare al chat group (solamente il moderator)
Scripts.Players.Chatgroup.Help.PasswordNew:		/cg password [new password]	- Cambia la password corrente per partecipare al chat group (solamente il moderator)
Scripts.Players.Chatgroup.Help.Private:			/cg private - Il chat group e' solo ad invito oppure con accesso tramite password
Scripts.Players.Chatgroup.Help.Public:			/cg public - Il chat group e' public e chiunque puo' partecipare digitando /cg join
Scripts.Players.Chatgroup.Help.Remove:			/cg remove [playername] - Espelli il giocatore specificato dal chat group
Scripts.Players.Chatgroup.Help.Usage:			/cg usage:
Scripts.Players.Chatgroup.Help.Who:				/cg who - Elenca tutti i membri del chat group
Scripts.Players.Chatgroup.InChatGroup:			Devi essere in un chat group per usare questo comando.
Scripts.Players.Chatgroup.InviteYourself:		Non puoi invitare te stesso al chat group.	
Scripts.Players.Chatgroup.JoinChatGroup:		Vuoi partecipare al chat group di {0}?	
Scripts.Players.Chatgroup.LeaderCommand:		Devi essere un leader del chat group per usare questo comando.	
Scripts.Players.Chatgroup.LeaderInvite:			Devi essere il leader per invitare un giocatore a partecipare al chat group.
Scripts.Players.Chatgroup.ListenMode:			La modalita' ascolto del chat group e' stata cambiata 
Scripts.Players.Chatgroup.Moderator:			{0} diventa un moderatore.
Scripts.Players.Chatgroup.NoPlayer:				Non ci sono giocatori con quel nome.
Scripts.Players.Chatgroup.NotChatGroupLeader:	Questo giocatore non e' un leader del chat group.
Scripts.Players.Chatgroup.NotChatGroupMember:	Questo giocatore non e' un membro del chat group.
Scripts.Players.Chatgroup.NotPublic:			Questo chat group non e' publico.
Scripts.Players.Chatgroup.OnlyModerator:		Solamente il moderatore puo' parlare in questo chat group.	
Scripts.Players.Chatgroup.OwnChatGroup:			Non puoi entrare a far parte del tuo stesso chat group.
Scripts.Players.Chatgroup.Password:				Password del Chat group: {0}.
Scripts.Players.Chatgroup.PasswordChanged:		Hai cambiato la password del chat group in: {0}.	
Scripts.Players.Chatgroup.PlayerInChatgroup:	{0} e' gia' in un chat group.	
Scripts.Players.Chatgroup.Private:				Il chat group e' ora privato.
Scripts.Players.Chatgroup.Public:				Il chat group e' ora publico.
Scripts.Players.Chatgroup.Usage:				Utilizzo: /c <text>
Scripts.Players.Chatgroup.UsageInvite:			Utilizzo: /cg invite <playername>"

# /Cmdhelp
Scripts.Players.Cmdhelp.NoCommand:				Il comando {0} non esiste.
Scripts.Players.Cmdhelp.PlvlCommands:			<----------Comandi disponibili per plvl {0}---------->
Scripts.Players.Cmdhelp.Usage:				>----------Utilizzo di {0}----------<

# /Disband
Scripts.Players.Disband.Disbanded:			{o} e' stato espulso dal gruppo.
Scripts.Players.Disband.NoPlayer:			Non ci sono giocatori nel gruppo con quel nome.
Scripts.Players.Disband.NotInGroup:			Non sei in un gruppo.
Scripts.Players.Disband.NotLeader:			Non sei leader del tuo gruppo.
Scripts.Players.Disband.NoYourself:			Non puoi uscire dal gruppo in questo modo.

# /Dismount
Scripts.Players.Dismount:					Non stai montando alcuna cavalcatura!

# /Duel
Scripts.Players.Duel.ChallengesYou:			{0} ti sfida in duello! /duel accept per iniziare, /duel decline per rifiutare.
Scripts.Players.Duel.DuelOptions:			Le opzioni di /duel sono challenge/decline/cancel/surrender/accept
Scripts.Players.Duel.EnemyRealm:			Non puoi sfidare in duello i nemici del tuo reame.
Scripts.Players.Duel.NeedTarget:			Devi selezionare il bersaglio da sfidare in duello!
Scripts.Players.Duel.ConsideringDuel:		Non hai attualmente duelli da accettare.
Scripts.Players.Duel.NotInDuel:				Non sei in duello!
Scripts.Players.Duel.PlayerVsPlayer:		{0} si arrende a {1}!
Scripts.Players.Duel.SafeZone:				Questa e' una zona sicura e non puoi duellare qui!
Scripts.Players.Duel.TargetAccept:			{0} accetta il duello. Inizia la battaglia!
Scripts.Players.Duel.TargetAlreadyChallenging:		{0} sta gia' sfidando qualcuno in duello.
Scripts.Players.Duel.TargetAlreadyConsidering:		{0} sta gia' considerando un duello.
Scripts.Players.Duel.TargetCancel:			{0} annulla il suo invito a duellare.
Scripts.Players.Duel.TargetDeclines:			{0} rifiuta il tuo invito a duellare.
Scripts.Players.Duel.TargetHealth:			Il tuo bersaglio deve essere completamente guarito.
Scripts.Players.Duel.TargetInCombat:			{0} e' in combattimento.
Scripts.Players.Duel.TargetInDuel:			{0} e' gia' in duello.
Scripts.Players.Duel.TargetInGroup:			{0} e' in un gruppo.
Scripts.Players.Duel.TargetSurrender:			{0} si arrende a te!
Scripts.Players.Duel.YouAccept:				Hai accettato il duello! Inizia la battaglia!
Scripts.Players.Duel.YouAlreadyChallenging:		Hai gia' sfidato {0} in duello. Annulla la richiesta prima di sfidare qualcun altro.
Scripts.Players.Duel.YouAlreadyConsidering:		Stai gia' considerando un duello con {0}. Rifiuta la richiesta prima di sfidare qualcuno.
Scripts.Players.Duel.YouCancel:				Annulli il tuo invito a duellare.
Scripts.Players.Duel.YouChallenge:			Sfidi {0} in duello!
Scripts.Players.Duel.YouDecline:			Rifiuti l'invito di {0} a duellare.
Scripts.Players.Duel.YouHaventChallenged:	Non hai sfidato nessuno in duello.
Scripts.Players.Duel.YouHealth:				Devi essere completamente guarito.
Scripts.Players.Duel.YouInCombat:			Sei in combattimento.
Scripts.Players.Duel.YouInDuel:				Sei gia' in duello.
Scripts.Players.Duel.YouInGroup:			Sei in un gruppo.
Scripts.Players.Duel.YouSurrender:			Ti arrendi a {0}!

# /Language
Scripts.Players.Language.Set:				Cambi la lingua dei messaggi del server in {0}.
Scripts.Players.Language.Current:			La tua lingua e' attualmente impostata in: {0}.

# /Range
Scripts.Players.Range.NeedTarget:			Distanza dal bersaglio: Non hai selezionato un bersaglio.
Scripts.Players.Range.Result:				Distanza dal bersaglio: {0} unita'. {1}
Scripts.Players.Range.InvalidObject:				Questo comando funziona solo sugli oggetti.
Scripts.Players.Range.NotVisible:			 (Bersaglio non visibile)

# QUESTS
# /ImportantDelivery
Hib.ImportantDelivery.CheckPlayerAbortQuest.Abort:	Annullamento della Quest {0}. Puoi ricominciarla se lo desideri.
Hib.ImportantDelivery.CheckPlayerAbortQuest.NoAbort:	Bene, ora va' via da qua e finisci il tuo lavoro!
Hib.ImportantDelivery.CheckPlayerAcceptQuest.Accept:	Congratulazioni! Ora sei un passo piu' vicino alla comprensione del mondo di Camelot! Durante questa fase del tuo allenamento, ti inviero' in differenti zone del reame per consegnare merci estremamente necessarie a vari cittadini. Avrai bisogno di controllare il tuo QUEST JOURNAL di tanto in tanto per vedere di cosa hai bisogno per avanzare nella quest. Puoi accedere al quest journal dal bottone COMMAND nella tua [scheda del personaggio].
Hib.ImportantDelivery.CheckPlayerAcceptQuest.NoAccept:	Oh bene, se cambi idea, per favore ritorna qui!
Hib.ImportantDelivery.DefineItems.CrateOfVegetables:	Cesto di Vegetali
Hib.ImportantDelivery.DefineItems.RecruitsCloak:	Mantello della Recluta
Hib.ImportantDelivery.DefineItems.RecruitsDiary:	Diario delle Reclute
Hib.ImportantDelivery.DefineItems.SackOfSupplies:	Sacco di Merci
Hib.ImportantDelivery.Description.Step1:		[Step #1] Ascolta Addrir, ti descrivera' la missione. Quando smette di parlarti, chiedigli che cosa puo' darti per [accelerare] il tuo allenamento.
Hib.ImportantDelivery.Description.Step2:		[Step #2] Ascolta Addrir, ti spieghera' il tuo giornale. Quando smette di parlarti, chiedigli come il giornale ti aiutera' ad [accelerare] i compiti che stai per fare.
Hib.ImportantDelivery.Description.Step3:		[Step #3] Dirigiti a sud-est da Addrir. Cerca allo Stable Master Rumdor e consegnagli il tuo biglietto.
Hib.ImportantDelivery.Description.Step4:		[Step #4] Consegna il Sacco di Merci ad Aethic in Tir na mBeo. Puoi farlo nello stesso modo in cui hai dato il biglietto a Rumdor.
Hib.ImportantDelivery.Description.Step5:		[Step #5] Ascolta cosa ha da dirti Aethic.
Hib.ImportantDelivery.Description.Step6:		[Step #6] Porta il biglietto che ti ha dato Aethic allo Stable Master Truichon, a nord-ovest dell'edificio con il portone rosso. Consegnagli il biglietto nello stesso modo in cui hai dato ad Aethic le merci.
Hib.ImportantDelivery.Description.Step7:		[Step #7] Porta il Cesto di Vegetali allo Stable Master Freagus.
Hib.ImportantDelivery.Description.Step8:		[Step #8] Ascolta ancora lo Stable Master Freagus. Quando smette di parlarti, chiedigli se ha una [ricompensa] per il tuo duro lavoro ed il servizio reso ad Hibernia.
Hib.ImportantDelivery.FinishQuest.RecieveReward:	Ricevi {0} come ricompensa.
Hib.ImportantDelivery.Notify.RentingHorse:		Buon giorno, {0}. Se sei interessato a noleggiare un cavallo, compra un biglietto, poi consegnamelo. Godrai un viaggio sicuro!
Hib.ImportantDelivery.Notify.Supplies:			Ah! Le merci che aspettavo. Grazie {0}. Questi ci aiuteranno enormemente nelle prossime settimane. Avrei un'altra [richiesta] se sei pronto.
Hib.ImportantDelivery.Notify.Vegetables:		Ah, i vegetali che aspettavo da Aethic. Grazie per avermeli portati. Non sono riuscito a trovare nessuno che badasse alla mia stalla per poter andare a prenderli di persona. Fammi vedere, penso che una [ricompensa] e' d'obbligo per il tuo duro lavoro.
Hib.ImportantDelivery.TalkToAddrir.Abort:		Desideri davvero abbandonare questa quest? Tutti gli oggetti raccolti durante la quest saranno perduti.
Hib.ImportantDelivery.TalkToAddrir.CaseCharSheet:	scheda del personaggio
Hib.ImportantDelivery.TalkToAddrir.CaseExpedite:	accelerare
Hib.ImportantDelivery.TalkToAddrir.CaseHorseTicket:	biglietto
Hib.ImportantDelivery.TalkToAddrir.CaseInformation:	informazioni
Hib.ImportantDelivery.TalkToAddrir.CaseJournal:		giornale
Hib.ImportantDelivery.TalkToAddrir.CaseQuestion:	richiesta
Hib.ImportantDelivery.TalkToAddrir.CaseTraining:	continuare il tuo allenamento
Hib.ImportantDelivery.TalkToAddrir.CharSheet:		La scheda del tuo personaggio contiene tutte le informazioni del tuo personaggio, come attributi, abilita' nelle armi, classe di partenza e professione. Se in qualsiasi momento vuoi vedere le statistiche del tuo personaggio, premi l'ultima icona a sinistra nella barra del menu (assomiglia ad una persona con un cerchio attorno) per maggiore [informazioni].
Hib.ImportantDelivery.TalkToAddrir.Expedite:		Ora che ti ho dato una piccola introduzione al mondo di Hibernia, iniziamo con il tuo primo incarico. Ho bisogno che tu consegni questo pacchetto di merci ad Aethic in Tir na mBeo. Non preoccuparti, ho un [biglietto] speciale per te.
Hib.ImportantDelivery.TalkToAddrir.Greetings:		Salve mia giovane recluta. Sono Addrir e sono qui per aiutarti a trovare la strada in questo vasto reame. Durante questa processo, potrai guadagnare armi, armature, denaro ed anche qualche livello. Inizieremo il tuo allenamento con una semplice [domanda].
Hib.ImportantDelivery.TalkToAddrir.HorseTicket:		Tutto cio' che devi fare e' portare questo biglietto a Rumdor qui in Mag Mell, vicino il carro. Consegnagli il biglietto e ti troverai sulla strada per Tir na mBeo. Sii veloce mia giovane recluta. Il tempo e' tutto.
Hib.ImportantDelivery.TalkToAddrir.Information:		Lo so che tutto cio' sembra un po' sconvolgente, ma ho un oggetto speciale qui che rendera' piacevole questa transizione. Per favore, prendi questo [giornale].
Hib.ImportantDelivery.TalkToAddrir.Journal:		Questo giornale ti aiutera' di tanto in tanto mentre farai vari incarichi per me. Mi piace chiamarlo un giornale intelligente. Fu creato da uno degli eldritch per le nuove reclute come te. Ti aiutera' ad [accelerare] il tuo allenamento.
Hib.ImportantDelivery.TalkToAddrir.OneStepCloser:	Congratulazioni! Ora sei un passo piu' vicino alla comprensione del mondo di Camelot! Durante questa fase del tuo allenamento, ti inviero' in differenti zone del reame per consegnare merci estremamente necessarie a vari cittadini. Avrai bisogno di controllare il tuo QUEST JOURNAL di tanto in tanto per vedere di cosa hai bisogno per avanzare nella quest. Puoi accedere al quest journal dal bottone COMMAND nella tua [scheda del personaggio].
Hib.ImportantDelivery.TalkToAddrir.Question:		Ti chiedero' se vuoi continuare o meno il tuo allenamento. Una finestra di dialogo si aprira'. Tutto quello che devi fare e' premere il pulsante Accetat o Rifiuta. Sei pronto per [continuare il tuo allenamento]?
Hib.ImportantDelivery.TalkToAddrir.Training:		Sei pronto ad iniziare il tuo allenamento?
Hib.ImportantDelivery.TalkToAethic.CaseErrand:		richiesta
Hib.ImportantDelivery.TalkToAethic.Errand:		Ho bisogno che tu consegni questo cesto di vegetali a Freagus in Ardee. Sono sicuro che sei in grado di fare questo lavoro. Prendi questo biglietto e dallo allo Stable Master Truichon. Svelto ora, prima che i vegetali marciscano.
Hib.ImportantDelivery.TalkToAethic.Greetings:		Salve viaggiatore. Non ti ho mai visto in giro prima d'ora. Devi essere una nuova recluta. Bene allora, posso aiutarti in qualcosa?
Hib.ImportantDelivery.TalkToAethic.Supplies:		Ah! Le merci che aspettavo. Grazie {0}. Queste ci aiuteranno enormemente nelle prossime settimane. Avrei un'altra [richiesta] se sei pronto.
Hib.ImportantDelivery.TalkToAethic.Vegetables:		Ho bisogno che tu consegni questo cesto di vegetali a Freagus in Ardee. Sono sicuro che sei in grado di fare questo lavoro. Prendi questo biglietto e dallo allo Stable Master Truichon. Svelto ora, prima che i vegetali marciscano.
Hib.ImportantDelivery.TalkToFreagus.CaseReward:		ricompensa
Hib.ImportantDelivery.TalkToFreagus.Errand:		Non andare lontano amico. Ho ancora altre richieste che bisogna soddisfare.
Hib.ImportantDelivery.TalkToFreagus.GoodCrop:		Ah! Questi devono venire da Aethic in Tir na mBeo. Ne ho aspettato di tempo per avere un buon raccolto. la mia famiglia, i cavalli ed io mangeremobene per un po'. I miei ringraziamenti a te {0}. Ora, lasciami controllare se ho una [ricompensa] per il tuo duro lavoro.
Hib.ImportantDelivery.TalkToFreagus.Reward:		E' un po' stracciata, ma ti terra' caldo nei mesi invernali. Grazie ancora {0}.
Hib.ImportantDelivery.TalkToFreagus.Welcome:		Benvenuto nella mia stalla, amico. Cosa posso fare per te oggi?
